P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_8_5,P4_8_6,P4_1
Nunca,Siempre,Algunas veces,Siempre,Algunas veces,Siempre,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Algunas veces,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Sí
Algunas veces,Siempre,Nunca,Siempre,Nunca,Algunas veces,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Nunca,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Algunas veces,Siempre,Algunas veces,Siempre,Algunas veces,Nunca,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Algunas veces,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Nunca,Algunas veces,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No
Siempre,Siempre,Siempre,Siempre,Nunca,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Algunas veces,Algunas veces,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Algunas veces,Algunas veces,Siempre,Nunca,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí
Nunca,Algunas veces,Algunas veces,Siempre,Algunas veces,Nunca,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Algunas veces,Siempre,Nunca,Siempre,Nunca,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Algunas veces,Siempre,Siempre,Nunca,Algunas veces,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Nunca,Nunca,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Siempre,Algunas veces,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Algunas veces,Siempre,Siempre,Algunas veces,Algunas veces,Nunca,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No
Algunas veces,Siempre,Siempre,Siempre,Nunca,Algunas veces,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Siempre,Algunas veces,Algunas veces,Siempre,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Nunca,Algunas veces,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Algunas veces,Siempre,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No
Nunca,Algunas veces,Algunas veces,Nunca,Nunca,Algunas veces,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Nunca,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Siempre,Algunas veces,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No
Nunca,Siempre,Siempre,Nunca,Nunca,Nunca,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Nunca,Nunca,Siempre,Algunas veces,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí
Algunas veces,Algunas veces,Algunas veces,Algunas veces,Nunca,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Nunca,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Sí
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Nunca,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí
Siempre,Algunas veces,Nunca,Algunas veces,Algunas veces,Nunca,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí
Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,Algunas veces,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Algunas veces,Nunca,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Nunca,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No
Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Algunas veces,Algunas veces,Siempre,Algunas veces,Nunca,Nunca,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Siempre,Siempre,Siempre,Nunca,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Nunca,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Algunas veces,Siempre,Nunca,Siempre,Algunas veces,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Sí
Algunas veces,Siempre,Nunca,Algunas veces,Algunas veces,Algunas veces,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Siempre,Nunca,Nunca,Nunca,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Siempre,Nunca,Siempre,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Nunca,Algunas veces,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Siempre,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí
Nunca,Siempre,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Nunca,Siempre,Siempre,Nunca,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Siempre,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Siempre,Siempre,Siempre,Algunas veces,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Siempre,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Siempre,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Algunas veces,Siempre,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Nunca,Algunas veces,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Algunas veces,Nunca,Algunas veces,Siempre,Algunas veces,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Siempre,Siempre,Siempre,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Nunca,Siempre,Siempre,Nunca,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No
Algunas veces,Algunas veces,Algunas veces,Siempre,Algunas veces,Algunas veces,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Algunas veces,Siempre,Algunas veces,Algunas veces,Algunas veces,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Siempre,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Nunca,Siempre,Siempre,Algunas veces,Nunca,Siempre,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Nunca,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Algunas veces,Algunas veces,Nunca,Algunas veces,Algunas veces,Nunca,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Nunca,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí
Siempre,Siempre,Nunca,Nunca,Nunca,Algunas veces,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Siempre,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Algunas veces,Algunas veces,Siempre,Nunca,Algunas veces,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Algunas veces,Siempre,Algunas veces,Algunas veces,Algunas veces,Nunca,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,No
Algunas veces,Algunas veces,Algunas veces,Siempre,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Siempre,Siempre,Siempre,Algunas veces,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Nunca,Algunas veces,Algunas veces,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Nunca,Algunas veces,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Algunas veces,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Nunca,Siempre,Siempre,Nunca,Nunca,Nunca,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Siempre,Algunas veces,Siempre,Nunca,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Siempre,Algunas veces,Siempre,Siempre,Nunca,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No
Algunas veces,Siempre,Siempre,Nunca,Nunca,Algunas veces,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Algunas veces,Siempre,Algunas veces,Algunas veces,Nunca,Algunas veces,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No
Algunas veces,Siempre,Algunas veces,Algunas veces,Algunas veces,Nunca,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Algunas veces,Algunas veces,Algunas veces,Siempre,Siempre,Nunca,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Siempre,Nunca,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí
Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Siempre,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Nunca,Nunca,Algunas veces,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Algunas veces,Algunas veces,Nunca,Algunas veces,Nunca,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Siempre,Algunas veces,Nunca,Algunas veces,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Nunca,Algunas veces,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Algunas veces,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Siempre,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Algunas veces,Nunca,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Nunca,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Siempre,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Siempre,Algunas veces,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Algunas veces,Nunca,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Algunas veces,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Nunca,Siempre,Siempre,Algunas veces,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Algunas veces,Nunca,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Nunca,Nunca,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí
Algunas veces,Siempre,Nunca,Algunas veces,Siempre,Algunas veces,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Nunca,Nunca,Siempre,Siempre,Nunca,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Nunca,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Algunas veces,Algunas veces,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Nunca,Siempre,Siempre,Algunas veces,Algunas veces,Nunca,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Nunca,Siempre,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Siempre,Siempre,Algunas veces,Siempre,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Algunas veces,Algunas veces,Nunca,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No
Siempre,Siempre,Nunca,Siempre,Nunca,Nunca,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Algunas veces,Siempre,Siempre,Siempre,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Algunas veces,Nunca,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No
Nunca,Algunas veces,Algunas veces,Nunca,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Siempre,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí
Siempre,Siempre,Nunca,Siempre,Nunca,Siempre,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí
Siempre,Siempre,Algunas veces,Algunas veces,Siempre,Algunas veces,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No
Algunas veces,Siempre,Nunca,Algunas veces,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Siempre,Siempre,Nunca,Nunca,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
Nunca,Siempre,Nunca,Siempre,Nunca,Nunca,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,No
Siempre,Siempre,Algunas veces,Algunas veces,Nunca,Algunas veces,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Algunas veces,Algunas veces,Algunas veces,Algunas veces,Siempre,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No
Siempre,Siempre,Algunas veces,Siempre,Nunca,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No
Algunas veces,Nunca,Nunca,Nunca,Siempre,Nunca,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No
